Date,APPL,ADBE,AMZN,CSCO,CRM,GOOGL,IBM,INTC,MSFT,NFLX,NVDA,NVDA,ORCL
2010-01-08,7.57,36.69,6.68,24.66,18.54,15.07,125.1,20.83,30.66,7.61,4.64,4.64,24.68
2010-01-11,7.5,36.21,6.52,24.59,18.41,15.04,123.79,20.95,30.27,7.6,4.57,4.57,24.69
2010-01-12,7.42,35.66,6.37,24.2,17.07,14.78,124.77,20.61,30.07,7.48,4.42,4.42,24.56
2010-01-13,7.52,36.28,6.46,24.64,17.13,14.69,124.5,20.96,30.35,7.71,4.48,4.48,24.8
2010-01-14,7.48,35.9,6.37,24.95,17.3,14.76,126.49,21.48,30.96,7.28,4.41,4.41,25.34
2010-01-15,7.35,35.87,6.36,24.4,17.16,14.51,125.98,20.8,30.86,7.28,4.28,4.28,25.24
2010-01-19,7.68,36.95,6.38,24.85,17.38,14.71,128.24,21.05,31.1,7.31,4.36,4.36,25.33
2010-01-20,7.56,36.49,6.29,24.41,17.14,14.52,124.52,21.08,30.59,7.32,4.34,4.34,25.06
2010-01-21,7.43,35.82,6.33,23.98,16.72,14.59,123.33,20.84,30.01,7.31,4.26,4.26,24.83
2010-01-22,7.06,34.38,6.07,22.97,16.14,13.76,119.98,19.91,28.96,7.27,4.12,4.12,24.15
2010-01-25,7.25,34.16,6.02,22.99,16.03,13.51,120.57,20.32,29.32,7.02,4.19,4.19,24.03
2010-01-26,7.36,33.94,5.97,22.9,16.35,13.57,120.22,20,29.5,7.14,4.05,4.05,23.88
2010-01-27,7.42,33.14,6.14,23.15,16.35,13.57,120.77,20.24,29.67,7.28,4.16,4.16,23.86
2010-01-28,7.12,32.89,6.3,22.52,16.04,13.37,118.31,19.92,29.16,9.01,4.02,4.02,23.47
2010-01-29,6.86,32.3,6.27,22.47,15.89,13.26,117.01,19.4,28.18,8.89,3.85,3.85,23.06
2010-02-01,6.95,32.48,5.94,22.73,16.3,13.34,119.19,19.61,28.41,8.72,4.14,4.14,23.22
2010-02-02,7,32.98,5.91,23.02,16.26,13.29,120.01,19.91,28.46,8.84,4.19,4.19,23.76
2010-02-03,7.12,32.98,5.96,23.07,16.41,13.53,120.13,19.68,28.63,8.85,4.22,4.22,23.75
2010-02-04,6.86,32.24,5.8,23.16,15.61,13.18,117.59,19.02,27.84,8.62,3.98,3.98,23.11
2010-02-05,6.98,32.77,5.87,23.7,15.52,13.3,118.09,19.47,28.02,8.69,4.06,4.06,23.55
2010-02-08,6.93,32.05,5.84,23.5,15.53,13.35,116.52,19.35,27.72,8.7,4.05,4.05,23.12
2010-02-09,7.01,32.31,5.9,23.89,16.17,13.42,117.79,19.65,28.01,8.88,4.02,4.02,23.51
2010-02-10,6.97,32.76,5.87,23.76,16.18,13.37,117.41,19.69,27.99,8.78,4.09,4.09,23.11
2010-02-11,7.1,32.64,6,23.93,16.49,13.42,118.29,20.06,28.12,9.05,4.28,4.28,23.35
2010-02-12,7.16,31.45,5.98,23.76,16.27,13.34,118.55,20.43,27.93,9.03,4.34,4.34,23.41
2010-02-16,7.26,31.81,5.88,24,16.55,13.55,119.72,20.72,28.35,9.27,4.42,4.42,23.81
2010-02-17,7.23,32.33,5.82,24.07,16.7,13.47,120.77,20.66,28.59,9.22,4.46,4.46,24.18
2010-02-18,7.25,33.24,5.9,24.28,17.11,13.59,122.19,20.84,28.97,9.44,4.17,4.17,24.52
2010-02-19,7.2,33.88,5.88,24.36,17.23,13.53,121.6,20.82,28.77,9.52,4.15,4.15,24.32
2010-02-22,7.16,33.7,5.9,24.3,17.26,13.58,121.27,20.87,28.73,9.32,4.15,4.15,24.81
2010-02-23,7.04,33.44,5.86,24.05,17.06,13.39,120.9,20.39,28.33,9.19,4.05,4.05,24.48
2010-02-24,7.17,34.55,5.99,24.34,17.36,13.3,121.98,20.7,28.63,9.24,4.14,4.14,24.77
2010-02-25,7.21,34.56,5.91,24.33,17,13.17,121.48,20.63,28.6,9.37,4.1,4.1,24.87
2010-02-26,7.31,34.65,5.92,24.33,16.99,13.18,121.57,20.53,28.67,9.44,4.05,4.05,24.65
2010-03-01,7.46,34.89,6.23,24.6,17.73,13.33,122.92,20.87,29.02,9.96,4.21,4.21,24.74
2010-03-02,7.46,34.74,6.28,24.61,17.96,13.54,121.82,20.7,28.46,9.85,4.21,4.21,24.58
2010-03-03,7.48,34.82,6.29,24.84,17.64,13.65,121.3,20.52,28.46,9.65,4.16,4.16,24.5
2010-03-04,7.53,34.94,6.43,24.95,17.72,13.88,121.15,20.53,28.63,9.72,4.17,4.17,24.76
2010-03-05,7.82,35.16,6.45,25.21,18.07,14.12,121.65,20.79,28.59,9.66,4.29,4.29,24.95
2010-03-08,7.82,35.06,6.51,26.13,18.24,14.08,120.85,20.77,28.63,9.81,4.23,4.23,24.7
2010-03-09,7.97,35.12,6.44,26.13,18.42,14.02,120.03,20.94,28.8,9.99,4.39,4.39,24.88
2010-03-10,8.03,35.15,6.53,25.87,18.8,14.43,120.1,21.19,28.97,10.18,4.4,4.4,24.87
2010-03-11,8.05,35.22,6.68,25.97,18.86,14.54,121.99,21.25,29.18,10.17,4.3,4.3,25.14
2010-03-12,8.09,35.16,6.59,25.88,18.93,14.5,122.31,21.27,29.27,10,4.31,4.31,25.05
2010-03-15,7.99,35.49,6.56,26.08,18.9,14.09,122.21,21.17,29.29,9.94,4.29,4.29,25.28
2010-03-16,8.02,35.02,6.59,26.15,19.17,14.14,123.01,22.01,29.37,10.09,4.44,4.44,25.21
2010-03-17,8,35.49,6.57,26.26,19.18,14.15,122.14,22.24,29.63,10.13,4.53,4.53,25.47
2010-03-18,8.02,35.75,6.64,26.34,19.23,14.17,122.73,22.2,29.61,10.08,4.37,4.37,25.38
2010-03-19,7.94,34.67,6.52,26.15,19,14.01,122.09,21.99,29.59,10.06,4.31,4.31,25.19
2010-03-22,8.03,34.95,6.52,26.28,19.38,13.95,122.35,22.24,29.6,10.41,4.38,4.38,25.56
2010-03-23,8.16,35.22,6.46,26.64,19.28,13.74,123.68,22.67,29.88,10.42,4.47,4.47,25.99
2010-03-24,8.19,36.51,6.4,26.45,19.04,13.95,122.88,22.43,29.65,10.34,4.32,4.32,25.76
2010-03-25,8.09,35.87,6.74,26.43,18.99,14.09,123.56,22.35,30.01,10.51,4.34,4.34,26.04
2010-03-26,8.25,35.51,6.75,26.47,18.74,14.08,123.58,22.24,29.66,10.61,4.34,4.34,25.69
2010-03-29,8.3,35.74,6.76,26.51,18.69,14.08,122.93,22.33,29.59,10.56,4.39,4.39,25.57
2010-03-30,8.42,35.68,6.83,26.65,18.85,14.18,123.11,22.34,29.77,10.72,4.41,4.41,25.54
2010-03-31,8.39,35.37,6.79,26.03,18.61,14.19,122.61,22.29,29.29,10.53,4.35,4.35,25.71
2010-04-01,8.43,35.74,6.59,25.83,18.89,14.23,122.61,22.39,29.16,10.71,4.31,4.31,25.46
2010-04-05,8.52,35.99,6.57,26.17,19.21,14.29,123.66,22.59,29.27,11.43,4.37,4.37,25.58
2010-04-06,8.56,35.7,6.78,26.22,19.71,14.22,123.26,22.4,29.32,11.91,4.26,4.26,25.83
2010-04-07,8.59,35.06,6.74,26.34,19.3,14.1,122.83,22.45,29.35,11.39,4.29,4.29,25.91
2010-04-08,8.57,34.94,7.05,26.28,19.49,14.2,122,22.31,29.92,11.69,4.22,4.22,25.83
2010-04-09,8.64,35.47,7,26.6,19.94,14.17,123.1,22.55,30.34,11.77,4.25,4.25,26.13
2010-04-12,8.65,35.02,7.06,26.53,20.13,14.33,122.72,22.54,30.32,11.88,4.33,4.33,26.2
2010-04-13,8.66,34.75,7.01,26.44,20.11,14.68,123.36,22.77,30.45,12.34,4.42,4.42,26.35
2010-04-14,8.77,35.02,7.21,26.88,20.97,14.74,125.48,23.52,30.82,12.51,4.47,4.47,26.38
2010-04-15,8.89,34.39,7.29,27.21,20.93,14.9,125.13,24.22,30.87,12.4,4.5,4.5,26.2
2010-04-16,8.84,34,7.11,26.98,20.87,13.77,124.89,23.92,30.67,12.19,4.27,4.27,25.95
2010-04-19,8.82,33.82,7.12,27.07,20.66,13.77,126.41,24,31.04,12.11,4.25,4.25,26.19
2010-04-20,8.74,34.93,7.21,27.18,21.12,13.89,123.99,24.12,31.36,12.44,4.26,4.26,26.15
2010-04-21,9.26,34.92,7.32,27.24,21.27,13.87,123.32,23.8,31.33,12.43,4.15,4.15,26.29
2010-04-22,9.52,35.97,7.5,27.32,22.17,13.69,123.45,23.99,31.39,14.32,4.17,4.17,26.24
2010-04-23,9.67,36.25,7.18,27.47,22.04,13.64,124.27,24.04,30.96,14.25,4.11,4.11,26.48
2010-04-26,9.63,36.15,7.36,27.57,22.12,13.3,124.98,23.82,31.11,15.45,4.15,4.15,26.47
2010-04-27,9.36,35.34,7.1,27.01,21.45,13.24,123.15,23.35,30.85,14.58,4.03,4.03,25.98
2010-04-28,9.34,35.47,6.97,27.04,21.54,13.24,124.38,23.26,30.91,14.2,4.04,4.04,25.86
2010-04-29,9.59,34.96,7.09,27.53,22.04,13.31,124.72,23.49,31,14.74,4.16,4.16,25.97
2010-04-30,9.32,33.6,6.86,26.93,21.4,13.16,123.33,22.84,30.54,14.13,3.93,3.93,25.87
2010-05-03,9.51,33.59,6.87,27.54,21.93,13.28,123.9,23.26,30.86,14.57,3.89,3.89,26.01
2010-05-04,9.24,33.14,6.49,26.56,21.65,12.67,122.49,22.56,30.13,14.19,3.69,3.69,24.97
2010-05-05,9.14,32.96,6.55,26.55,21.31,12.76,121.85,22.17,29.85,14.03,3.63,3.63,24.94
2010-05-06,8.79,32.49,6.44,25.49,20.23,12.48,118.47,21.51,28.98,13.85,3.55,3.55,23.91
2010-05-07,8.42,32.42,6.25,24.71,19.38,12.34,116.73,21.31,28.21,13.01,3.49,3.49,23.41
2010-05-10,9.07,34.28,6.56,26.13,21.37,13.05,120.72,22.55,28.94,13.93,3.64,3.64,24.39
2010-05-11,9.16,33.8,6.52,25.96,21.55,12.74,121.31,22.28,28.88,14.26,3.6,3.6,24.19
2010-05-12,9.36,34.8,6.69,26.74,22.1,12.65,126.85,23.09,29.44,15.4,3.67,3.67,24.6
2010-05-13,9.23,34.41,6.57,25.53,21.67,12.78,125.7,22.5,29.24,15.72,3.66,3.66,24.24
2010-05-14,9.07,33.72,6.43,24.94,21.18,12.7,125.42,21.89,28.93,14.37,3.24,3.24,23.78
2010-05-17,9.08,33.81,6.45,24.87,21.31,12.71,124.7,22.02,28.94,15.19,3.25,3.25,23.74
2010-05-18,9.01,33.28,6.31,24.36,21.04,12.47,124.24,21.43,28.6,14.57,3.14,3.14,23.43
2010-05-19,8.87,32.88,6.23,24.26,20.4,12.37,123.19,21.6,28.24,14.37,3.19,3.19,23.19
2010-05-20,8.49,31.74,5.99,23.31,19.76,11.89,118.36,20.79,27.11,13.57,3.12,3.12,22.35
2010-05-21,8.65,32.18,6.14,23.46,20.81,11.81,119.9,20.91,26.84,14.21,3.18,3.18,22.16
2010-05-24,8.81,31.63,6.11,23.37,20.55,11.94,118.98,20.67,26.27,14.52,3.09,3.09,22.28
2010-05-25,8.76,31.55,6.24,23.31,20.53,11.94,119.04,20.85,26.07,15,3.17,3.17,22.2
2010-05-26,8.72,30.94,6.16,22.89,20.94,11.9,117.81,20.7,25.01,14.97,3.19,3.19,21.91
2010-05-27,9.05,32.2,6.34,23.67,21.75,12.27,120.83,21.76,26,15.55,3.38,3.38,22.58
2010-05-28,9.17,32.08,6.27,23.16,21.63,12.15,119.75,21.42,25.8,15.88,3.29,3.29,22.57
2010-06-01,9.32,32.13,6.16,23,21.22,12.07,118.87,21.18,25.89,15.33,3.15,3.15,22.2
2010-06-02,9.43,32.94,6.32,23.35,22.11,12.35,121.81,21.81,26.46,15.83,3.18,3.18,22.64
2010-06-03,9.4,32.9,6.44,23.72,23.8,12.65,122.33,21.9,26.86,15.98,3.18,3.18,22.84
2010-06-04,9.14,31.59,6.14,22.96,22.41,12.48,119.77,20.95,25.79,15.68,3.03,3.03,22.13
2010-06-07,8.96,31.06,6.1,22.76,21.98,12.15,118.67,20.31,25.29,15.59,2.88,2.88,21.7
2010-06-08,8.9,31,5.94,22.96,22,12.13,118.28,20.18,25.11,15.76,2.8,2.8,21.76
2010-06-09,8.69,30.73,5.9,22.78,22.25,11.86,118.45,19.93,24.79,16.49,2.73,2.73,21.54
2010-06-10,8.95,31.72,6.16,22.77,23.11,12.19,122.07,20.55,25,16.95,2.84,2.84,22.2
2010-06-11,9.05,31.73,6.15,22.91,24.16,12.22,122.8,20.64,25.66,17.24,2.9,2.9,22.69
2010-06-14,9.08,31.7,6.19,22.76,23.38,12.09,122.85,20.89,25.5,18.12,2.84,2.84,22.69
2010-06-15,9.27,32.51,6.34,23.33,23.75,12.46,124.08,21.48,26.58,17.64,2.98,2.98,23.2
2010-06-16,9.54,32.44,6.35,23.29,23.58,12.54,124.62,21.49,26.32,17.81,2.94,2.94,23.18
2010-06-17,9.71,33.12,6.29,23.17,24.28,12.51,125.22,21.52,26.37,17.98,3.06,3.06,23.07
2010-06-18,9.79,33.52,6.29,23.49,23.93,12.51,124.43,21.4,26.44,18.06,3.08,3.08,23.2
2010-06-21,9.65,33.13,6.13,23.34,23.85,12.23,124.9,21.19,25.95,17,3,3,23.09
2010-06-22,9.78,32.76,6.12,22.97,22.98,12.17,123.61,20.98,25.77,16.63,2.89,2.89,22.89
2010-06-23,9.68,30.38,6.07,22.86,23.24,12.06,124.39,20.81,25.31,16.82,2.92,2.92,22.68
2010-06-24,9.61,30.26,5.92,22.57,22.76,11.89,122.55,20.32,25,16.46,2.78,2.78,22.22
2010-06-25,9.53,29.85,6.05,22.18,22.91,11.83,121.53,20.03,24.53,16.85,2.77,2.77,22.66
2010-06-28,9.58,28.72,5.89,22.42,22.82,11.81,123.31,20.36,24.31,16.8,2.78,2.78,22.45
2010-06-29,9.15,26.9,5.43,21.62,21.35,11.37,119.59,19.79,23.31,16.08,2.62,2.62,21.75
2010-06-30,8.98,26.43,5.46,21.31,21.46,11.13,118.05,19.45,23.01,15.52,2.55,2.55,21.46
2010-07-01,8.87,26.66,5.55,21.26,21.77,11,117.18,19.25,23.16,15.67,2.6,2.6,21.55
2010-07-02,8.82,26.73,5.46,21.13,21.78,10.92,116.5,19.2,23.27,15.3,2.56,2.56,21.83
2010-07-06,8.88,26.34,5.5,21.34,22.03,10.91,118.03,19.48,23.82,15.32,2.54,2.54,22.32
2010-07-07,9.24,26.79,5.67,22.48,22.84,11.27,121.41,20.14,24.3,16.93,2.66,2.66,23.09
2010-07-08,9.22,26.85,5.81,22.55,22.89,11.43,122.34,20.1,24.41,16.71,2.58,2.58,23.22
2010-07-09,9.27,27.2,5.86,22.7,22.95,11.7,122.33,20.24,24.27,16.79,2.59,2.59,23.37
2010-07-12,9.19,27.09,5.98,22.86,22.96,11.91,123.01,20.57,24.83,17.05,2.64,2.64,23.38
2010-07-13,8.99,28.11,6.18,23.09,23.41,12.24,124.74,21.01,25.13,17.27,2.73,2.73,23.71
2010-07-14,9.03,28.03,6.17,23.74,23.93,12.3,124.97,21.36,25.44,17.57,2.76,2.76,23.94
2010-07-15,8.98,28.22,6.1,23.92,24,12.36,124.97,21.51,25.51,17.3,2.68,2.68,23.83
2010-07-16,8.93,27.39,5.92,22.75,23.01,11.5,122.4,21.02,24.89,16.91,2.51,2.51,23.27
2010-07-19,8.77,27.67,6,22.73,23.16,11.67,124.08,21.59,25.23,16.99,2.62,2.62,23.59
2010-07-20,9,27.87,6.01,23.05,23.28,12.05,120.98,21.65,25.48,17.2,2.68,2.68,23.92
2010-07-21,9.08,27.67,5.87,22.56,23.04,11.95,119.76,21.26,25.12,17.09,2.59,2.59,23.56
2010-07-22,9.25,28.58,6,23.27,23.98,12.13,121.86,21.78,25.84,14.79,2.64,2.64,24.31
2010-07-23,9.28,29.23,5.94,23.35,24.94,12.26,122.73,21.69,25.81,15.39,2.59,2.59,24.5
2010-07-26,9.26,29.17,5.92,23.61,25.02,12.24,122.76,21.71,26.1,14.68,2.64,2.64,24.64
2010-07-27,9.43,29.22,5.86,23.3,24.7,12.33,122.97,21.58,26.16,14.87,2.62,2.62,24.57
2010-07-28,9.32,28.69,5.86,23.39,24.53,12.12,122.78,21.33,25.95,14.33,2.53,2.53,24.28
2010-07-29,9.22,28.7,5.84,23.21,24.45,12.14,122.39,21.03,26.03,14,2.28,2.28,23.7
2010-07-30,9.19,28.72,5.89,23.07,24.74,12.13,122.75,20.6,25.81,14.65,2.3,2.3,23.64
2010-08-02,9.35,29.6,6,23.8,25.48,12.27,125.01,21.15,26.33,14.55,2.3,2.3,24.29
2010-08-03,9.35,29.12,6.12,23.82,25.25,12.26,124.64,20.87,26.16,14.92,2.24,2.24,24.21
2010-08-04,9.39,29.7,6.38,24.14,25.89,12.67,125.5,20.73,25.73,15.45,2.33,2.33,24.49
2010-08-05,9.35,29.44,6.39,24.17,25.67,12.72,126.03,20.67,25.37,15.79,2.36,2.36,24.29
2010-08-06,9.29,29.23,6.42,24.07,25.58,12.52,124.42,20.65,25.55,16.9,2.39,2.39,24.38
2010-08-09,9.35,29.52,6.44,24.77,26.01,12.65,126.2,20.65,25.61,16.7,2.41,2.41,24.26
2010-08-10,9.26,29.17,6.5,24.31,25.41,12.61,126.04,19.82,25.07,17.86,2.31,2.31,24.29
2010-08-11,8.94,28.25,6.29,23.73,24.48,12.31,124.12,19.43,24.86,18.07,2.22,2.22,23.66
2010-08-12,8.99,28.08,6.33,21.36,24.24,12.31,122.66,19.45,24.49,19.01,2.24,2.24,22.94
2010-08-13,8.9,28.01,6.23,21.36,24.31,12.17,122.25,19.15,24.4,18.89,2.35,2.35,22.66
2010-08-16,8.84,27.36,6.3,21.91,24.16,12.15,122.15,19.47,24.5,19.6,2.29,2.29,22.72
2010-08-17,9,27.96,6.44,22.05,24.83,12.28,122.8,19.53,24.71,19,2.32,2.32,23.05
2010-08-18,9.04,28.1,6.48,22.41,24.83,12.07,123.7,19.59,24.82,17.96,2.33,2.33,23.09
2010-08-19,8.92,27.69,6.38,22.22,24.1,11.71,123.23,18.9,24.44,18.32,2.47,2.47,23
2010-08-20,8.92,27.92,6.39,22.23,28.19,11.56,121.89,18.91,24.23,18.57,2.49,2.49,23.02
2010-08-23,8.78,27.82,6.33,21.68,28.07,11.61,120.91,18.7,24.28,18.13,2.46,2.46,22.84
2010-08-24,8.57,27.93,6.23,21.13,28.32,11.3,119.41,18.41,24.04,17.33,2.43,2.43,22.41
2010-08-25,8.67,27.48,6.34,21.21,28.05,11.38,119.76,18.48,24.1,17.75,2.48,2.48,22.42
2010-08-26,8.58,27.38,6.24,20.7,27.46,11.29,117.38,18.18,23.82,17.98,2.45,2.45,22.25
2010-08-27,8.63,27.98,6.33,20.81,27.87,11.48,119.24,18.37,23.93,18.01,2.53,2.53,22.51
2010-08-30,8.66,27.79,6.19,20.32,27.29,11.33,117.97,17.96,23.64,17.59,2.41,2.41,22.02
2010-08-31,8.68,27.7,6.24,19.99,27.47,11.26,117.72,17.67,23.47,17.93,2.33,2.33,21.84
2010-09-01,8.94,28.85,6.62,20.26,29.1,11.52,120.24,18.14,23.9,19.27,2.35,2.35,22.62
2010-09-02,9.01,29.42,6.76,20.52,29.78,11.59,119.54,18.28,23.94,19.71,2.39,2.39,22.48
2010-09-03,9.24,29.49,6.94,21.04,29.91,11.77,121.97,18.43,24.29,19.78,2.48,2.48,22.92
2010-09-07,9.21,29.17,6.86,20.58,29.91,11.62,120.41,18.12,23.96,20.26,2.5,2.5,24.26
2010-09-08,9.39,29.31,6.96,20.64,29.95,11.78,120.54,17.9,23.93,20.86,2.58,2.58,24.14
2010-09-09,9.4,32.86,7.02,20.61,29.41,11.92,120.8,18,24.01,20.81,2.55,2.55,24.33
2010-09-10,9.41,32.2,7.12,20.62,29.36,11.92,122.36,17.97,23.85,20.88,2.52,2.52,25.05
2010-09-13,9.54,32.24,7.25,21.26,29.65,12.07,123.91,18.56,25.11,21.13,2.66,2.66,25.11
2010-09-14,9.57,32.47,7.29,21.45,29.45,12.02,123.18,18.74,25.03,20.95,2.64,2.64,25.38
2010-09-15,9.65,32.76,7.27,21.59,29.2,12.03,123.74,18.72,25.12,20.45,2.64,2.64,25.74
2010-09-16,9.88,32.85,7.41,21.93,29.23,12.04,123.97,18.97,25.33,20.07,2.64,2.64,25.36
2010-09-17,9.83,32.78,7.42,21.86,29.18,12.27,124.46,18.81,25.22,20.07,2.64,2.64,27.48
2010-09-20,10.12,33.11,7.57,21.75,30.79,12.72,125.99,18.93,25.43,20.41,2.68,2.68,27.49
2010-09-21,10.13,32.94,7.54,21.64,30.35,12.85,126.18,19.14,25.15,21.03,2.82,2.82,26.82
2010-09-22,10.28,26.67,7.59,21.67,29.67,12.91,126.74,19.01,24.61,22.42,2.85,2.85,27.2
2010-09-23,10.32,26.41,7.64,21.53,29.37,12.85,125.88,18.98,24.43,22.92,2.91,2.91,27.12
2010-09-24,10.44,26.88,8.04,22.09,29.83,13.2,128.21,19.42,24.78,23.17,3.07,3.07,26.96
2010-09-27,10.4,26.88,7.97,22.11,29.26,13.27,128.73,19.24,24.73,23.57,3,3,26.95
2010-09-28,10.25,26.28,7.99,21.86,28.69,13.19,128.96,19.51,24.68,23.12,2.99,2.99,27.19
2010-09-29,10.26,26.04,7.95,21.87,28.4,13.21,129.52,19.24,24.5,24.38,2.97,2.97,27.17
2010-09-30,10.13,26.15,7.85,21.9,27.95,13.16,128.24,19.2,24.49,23.17,2.92,2.92,26.85
2010-10-01,10.09,26.27,7.69,21.91,28,13.15,129.67,19.32,24.38,22.09,2.84,2.84,27.24
2010-10-04,9.95,25.6,7.77,21.76,28.02,13.07,129.3,18.87,23.91,22.34,2.81,2.81,26.9
2010-10-05,10.32,25.77,8.04,21.99,28.48,13.47,131.61,19.15,24.35,22.31,2.83,2.83,27.3
2010-10-06,10.33,25.73,7.77,22.3,26.24,13.37,131.78,19.31,24.43,21.47,2.7,2.7,27.58
2010-10-07,10.33,28.69,7.81,22.39,26.23,13.26,132.62,19.4,24.53,21.63,2.68,2.68,27.69
2010-10-08,10.5,26.99,7.78,22.48,26.47,13.42,132.74,19.52,24.57,21.38,2.72,2.72,28
2010-10-11,10.55,27.25,7.65,22.47,24.98,13.48,133.52,19.56,24.59,21.96,2.7,2.7,27.85
2010-10-12,10.66,27.66,7.82,22.62,26.37,13.55,133.7,19.77,24.83,22.2,2.76,2.76,27.95
2010-10-13,10.72,27.71,7.76,23.18,26.83,13.6,134.2,19.24,25.34,22.09,2.84,2.84,28.6
2010-10-14,10.8,27.49,7.78,23.07,26.84,13.54,135.28,19.32,25.23,21.83,2.79,2.79,28.33
2010-10-15,11.24,28.08,8.23,23.36,27.09,15.05,134.86,19.32,25.54,22.25,2.82,2.82,28.9
2010-10-18,11.36,28.06,8.18,23.3,26.41,15.46,136.55,19.19,25.82,21.86,2.84,2.84,29.23
2010-10-19,11.05,27.58,7.93,22.97,25.91,15.21,131.96,19.21,25.1,21.33,2.82,2.82,29.13
2010-10-20,11.09,28.21,7.93,23.4,26.11,15.21,132.95,19.64,25.31,21.88,2.82,2.82,28.64
2010-10-21,11.05,27.7,8.25,23.26,26.33,15.32,133.68,19.76,25.42,24.67,2.77,2.77,28.82
2010-10-22,10.98,28.21,8.46,23.48,26.99,15.33,133.53,19.84,25.38,24.01,2.95,2.95,28.99
2010-10-25,11.03,28.2,8.45,23.61,28.14,15.43,133.69,19.87,25.19,23.83,2.98,2.98,28.84
2010-10-26,11,28.14,8.5,23.4,27.97,15.48,134.48,20.04,25.9,25.37,2.97,2.97,28.63
2010-10-27,10.99,28.17,8.38,23.29,28.76,15.43,135.21,20.19,26.05,25.5,3.01,3.01,28.7
2010-10-28,10.9,28.1,8.34,23.19,28.75,15.48,134.7,20.47,26.28,25.1,3.01,3.01,29.36
2010-10-29,10.75,28.15,8.26,22.86,29.02,15.36,137.28,20.05,26.67,24.8,3.01,3.01,29.38
2010-11-01,10.86,28.22,8.13,22.92,28.44,15.39,137.02,20.57,26.95,23.91,3.01,3.01,29.13
2010-11-02,11.05,29.02,8.23,23.17,28.86,15.41,137.51,20.34,27.39,24.52,3.07,3.07,29.53
2010-11-03,11.17,28.8,8.42,23.71,29.11,15.52,137.83,20.48,27.03,24.49,3.1,3.1,29.2
2010-11-04,11.37,29.46,8.45,24.21,28.51,15.62,140.33,20.97,27.14,23.97,3.1,3.1,29.47
2010-11-05,11.33,29.14,8.54,24.26,28.29,15.64,140.46,21.24,26.85,24.01,3.15,3.15,29.25
2010-11-08,11.38,29.29,8.6,24.39,28.63,15.68,140.02,21.23,26.81,24.16,3.17,3.17,29.04
2010-11-09,11.29,29.49,8.51,24.35,28.69,15.64,139.71,21.16,26.95,24.35,3.15,3.15,28.74
2010-11-10,11.36,29.79,8.67,24.49,29.47,15.59,140.11,21.04,26.94,25.27,3.19,3.19,28.69
2010-11-11,11.31,29.94,8.52,20.52,29.18,15.45,139.03,21.21,26.68,25.02,3.15,3.15,28.57
2010-11-12,11,29.54,8.28,20.15,28.75,15.1,137.42,21.53,26.27,24.71,3.32,3.32,28.32
2010-11-15,10.97,29.51,7.95,19.95,28.41,14.9,137.32,21.3,26.2,24.04,3.28,3.28,28.4
2010-11-16,10.77,29.02,7.89,19.44,27.75,14.61,135.98,21.07,25.81,23.63,3.18,3.18,27.58
2010-11-17,10.73,28.9,7.92,19.41,27.54,14.6,135.71,21.08,25.57,23.81,3.23,3.23,27.91
2010-11-18,11.02,28.68,8.21,19.61,28.94,14.93,138.01,21.02,25.84,24.05,3.33,3.33,28.31
2010-11-19,10.95,28.86,8.24,19.61,34.19,14.79,138.67,21.14,25.69,24.72,3.44,3.44,28.15
2010-11-22,11.19,29.18,8.52,19.56,34.96,14.8,139,21.25,25.73,26.9,3.44,3.44,28.05
2010-11-23,11.03,28.19,8.41,19.2,35.63,14.59,136.88,21.09,25.12,26.82,3.36,3.36,27.19
2010-11-24,11.24,28.4,8.86,19.46,36.29,14.89,139.4,21.39,25.37,26.97,3.44,3.44,27.74
2010-11-26,11.25,28.72,8.86,19.49,36.46,14.76,137.57,21.34,25.25,27.41,3.4,3.4,27.49
2010-11-29,11.32,28.36,8.97,19.44,35.95,14.57,136.61,21.33,25.31,28.42,3.44,3.44,27.22
2010-11-30,11.11,27.8,8.77,19.16,34.81,13.91,135.24,21.16,25.26,29.41,3.4,3.4,27.05
2010-12-01,11.3,28.37,8.83,19.32,36.01,14.12,138.06,21.48,26.04,28.59,3.55,3.55,27.65
2010-12-02,11.36,29.1,8.83,19.22,35.76,14.31,138.8,21.7,26.89,27.63,3.6,3.6,28.1
2010-12-03,11.34,29.14,8.78,19.07,35.7,14.34,138.99,21.69,27.02,26.49,3.7,3.7,28.81
2010-12-06,11.43,29.23,8.9,19.43,36.31,14.47,138.61,21.7,26.84,27.64,3.63,3.63,28.73
2010-12-07,11.36,29.02,8.84,19.39,36.31,14.69,137.69,21.58,26.87,27.12,3.75,3.75,29.05
2010-12-08,11.46,29.21,8.81,19.35,37.65,14.78,138.6,21.82,27.23,26.89,3.78,3.78,29.23
2010-12-09,11.42,28.6,8.74,19.7,37.12,14.8,137.95,21.81,27.08,27.29,3.72,3.72,29.26
2010-12-10,11.45,28.71,8.78,19.7,37.15,14.82,138.45,21.91,27.34,27.8,3.74,3.74,29.94
2010-12-13,11.49,27.81,8.71,19.58,35.97,14.88,137.93,21.5,27.25,26.26,3.64,3.64,30.42
2010-12-14,11.44,28.15,8.7,19.54,34.08,14.89,139.41,21.47,27.62,25.49,3.65,3.65,30.51
2010-12-15,11.44,27.72,8.78,19.47,33.93,14.77,138.36,21.28,27.85,25.5,3.57,3.57,30.49
