Date,APPL,ADBE,AMZN,CSCO,CRM,GOOGL,IBM,INTC,MSFT,NFLX,NVDA,NVDA,ORCL
2004-08-20,0.55,23.05,1.98,18.88,3.15,2.71,81.5,21.62,27.2,2.26,1.03,1.03,10.31
2004-08-23,0.56,22.82,1.97,19.18,3.13,2.74,80.93,21.89,27.24,2.27,1.05,1.05,10.3
2004-08-24,0.57,22.87,1.95,18.97,3.19,2.62,80.98,21.67,27.24,2.21,1.01,1.01,10.33
2004-08-25,0.59,23.12,2.02,19.32,3.24,2.65,81.33,21.95,27.55,2.24,1.06,1.06,10.4
2004-08-26,0.62,23.08,2.01,19.17,3.23,2.7,80.97,21.77,27.44,2.18,1.06,1.06,10.23
2004-08-27,0.61,23.21,2,19.47,3.29,2.66,81.2,22.02,27.46,2.16,1.08,1.08,10.29
2004-08-30,0.61,22.78,1.92,19.03,3.29,2.55,80.69,21.6,27.3,2.06,1.04,1.04,10.11
2004-08-31,0.62,22.93,1.91,18.76,3.25,2.56,80.97,21.29,27.3,1.99,1.04,1.04,9.97
2004-09-01,0.64,22.91,1.91,19.09,3.33,2.51,80.52,21.43,27.39,2.04,1.06,1.06,10.05
2004-09-02,0.64,23.42,1.96,19.3,3.47,2.54,80.85,21.63,27.62,2.12,1.1,1.1,10.29
2004-09-03,0.63,23.26,1.94,18.75,3.44,2.5,80.68,20.05,27.11,2.05,1.07,1.07,10.03
2004-09-07,0.64,23.62,1.93,19.05,3.36,2.54,81.23,19.89,27.36,2.2,1.05,1.05,10.08
2004-09-08,0.65,23.92,1.9,19.31,3.31,2.56,82.08,19.72,27.26,2.15,1.03,1.03,9.86
2004-09-09,0.64,24.48,1.9,19.93,3.29,2.56,82.64,20.17,27.28,2.15,1.13,1.13,9.93
2004-09-10,0.64,24.93,1.93,20.46,3.56,2.64,82.94,20.57,27.49,2.13,1.17,1.17,10.46
2004-09-13,0.64,24.86,2,20.25,3.8,2.69,82.69,20.8,27.25,2.26,1.2,1.2,10.62
2004-09-14,0.63,24.78,2.13,20.35,3.98,2.79,82.91,20.77,27.44,2.33,1.2,1.2,10.55
2004-09-15,0.63,23.72,2.11,19.56,4.09,2.8,82.57,20.42,27.19,2.27,1.13,1.13,11.33
2004-09-16,0.65,23.95,2.13,19.59,4.07,2.85,82.33,20.11,27.26,2.44,1.18,1.18,11.23
2004-09-17,0.66,24.07,2.15,19.16,3.92,2.94,81.97,20.59,27.51,2.43,1.22,1.22,11.51
2004-09-20,0.67,23.98,2.16,19.3,4,2.99,81.93,20.92,27.51,2.54,1.22,1.22,11.4
2004-09-21,0.68,25.23,2.16,19.65,4.09,2.95,81.95,21.08,27.26,2.5,1.26,1.26,11.41
2004-09-22,0.66,24.42,2.07,18.96,4.02,2.96,80.6,20.42,27.12,2.41,1.2,1.2,11.14
2004-09-23,0.67,24.63,2.09,18.9,3.93,3.02,80.19,20.38,27.35,2.4,1.21,1.21,11.05
2004-09-24,0.67,24.17,2.05,18.4,4.01,3,80.72,20.13,27.29,2.38,1.17,1.17,11.04
2004-09-27,0.67,23.93,2,18.04,3.9,2.96,80.46,19.92,27.19,2.33,1.15,1.15,11.19
2004-09-28,0.68,24.34,1.97,18.07,3.75,3.17,80.76,19.68,27.27,2.34,1.17,1.17,11.36
2004-09-29,0.69,24.83,2.04,18.31,3.94,3.28,81.24,20.07,27.58,2.34,1.2,1.2,11.43
2004-09-30,0.69,24.74,2.04,18.1,3.91,3.24,81.97,20.06,27.65,2.2,1.21,1.21,11.28
2004-10-01,0.69,25,2.02,18.93,4.16,3.32,82.91,20.85,28.25,2.33,1.26,1.26,11.9
2004-10-04,0.69,25.41,2.05,18.96,4.22,3.38,83.33,21.13,28.12,2.46,1.3,1.3,11.87
2004-10-05,0.7,25.56,2.05,19.1,4.23,3.46,83.48,21.32,28.38,2.58,1.27,1.27,12.21
2004-10-06,0.73,25.83,2.07,19.53,4.31,3.43,84.17,21.13,28.53,2.56,1.27,1.27,12.24
2004-10-07,0.71,25.53,2.06,19.13,4.63,3.47,83.58,21.24,28.17,2.51,1.28,1.28,12.29
2004-10-08,0.7,24.87,2,18.78,4.41,3.45,82.9,20.55,27.99,2.39,1.21,1.21,12.17
2004-10-11,0.69,25.47,2.01,18.98,4.55,3.38,82.82,20.61,28.06,2.49,1.21,1.21,12.2
2004-10-12,0.68,26,2.01,19.16,4.6,3.44,82.22,20.28,28.03,2.47,1.19,1.19,12.15
2004-10-13,0.71,25.64,2,18.86,4.63,3.53,81.24,20.99,28.03,2.48,1.19,1.19,11.99
2004-10-14,0.8,25.62,1.96,18.59,4.5,3.55,81.05,20.51,27.8,2.49,1.15,1.15,12
2004-10-15,0.81,25.74,1.93,18.48,4.5,3.61,81.12,20.61,27.99,1.47,1.12,1.12,12.24
2004-10-18,0.85,26.54,1.96,18.65,4.57,3.73,82.14,20.79,28.41,1.41,1.14,1.14,12.42
2004-10-19,0.85,26.78,1.92,18.7,4.56,3.7,85.44,20.8,28.18,1.42,1.13,1.13,12.31
2004-10-20,0.85,26.83,1.92,18.45,4.54,3.52,84.91,21.45,28.7,1.44,1.14,1.14,12.42
2004-10-21,0.86,27.25,1.97,18.63,4.6,3.74,84.23,21.69,28.56,1.44,1.17,1.17,12.44
2004-10-22,0.85,26.87,1.73,18.27,4.35,4.32,83.55,21.3,27.74,1.4,1.11,1.11,12.31
2004-10-25,0.85,26.89,1.7,18.06,4.54,4.69,84.54,21.31,27.63,1.43,1.11,1.11,12.13
2004-10-26,0.86,26.86,1.69,18.11,4.61,4.55,85.09,21.4,27.9,1.37,1.21,1.21,12.27
2004-10-27,0.9,27.99,1.71,18.55,4.82,4.65,86.04,22,28.15,1.38,1.24,1.24,12.59
2004-10-28,0.93,27.75,1.72,18.95,5.04,4.84,85.56,22.27,28.01,1.37,1.23,1.23,12.74
2004-10-29,0.94,28.01,1.71,19.21,5.08,4.77,85.8,22.26,27.97,1.35,1.21,1.21,12.66
2004-11-01,0.94,28.17,1.76,19.26,5.43,4.91,86.15,22.44,28.08,1.35,1.23,1.23,12.75
2004-11-02,0.96,28.51,1.81,19.29,5.49,4.88,86.49,22.61,28.24,1.42,1.25,1.25,12.8
2004-11-03,0.99,28.58,1.8,19.28,5.42,4.8,87.19,22.67,28.47,1.45,1.26,1.26,12.83
2004-11-04,0.97,29.06,1.85,19.52,5.15,4.62,88.32,22.88,29,1.51,1.28,1.28,13.1
2004-11-05,0.98,29.24,1.83,19.97,5.22,4.24,89.18,23.36,29.31,1.56,1.47,1.47,13.17
2004-11-08,0.97,28.93,1.87,19.97,5.1,4.32,89.26,23.23,29.28,1.55,1.49,1.49,13.11
2004-11-09,0.97,28.7,1.87,19.75,4.88,4.22,89.26,23.08,29.77,1.52,1.48,1.48,13.35
2004-11-10,0.98,28.8,1.9,18.44,4.88,4.2,89.49,22.86,29.73,1.48,1.48,1.48,13.38
2004-11-11,0.99,29.22,1.94,18.74,5.01,4.58,90.62,23.17,29.98,1.54,1.51,1.51,13.14
2004-11-12,0.99,29.49,2.02,19.26,5,4.55,91.13,23.69,29.97,1.55,1.51,1.51,13.39
2004-11-15,0.99,29.27,2.04,19.55,5.2,4.63,91.7,23.77,27.39,1.6,1.53,1.53,13.01
2004-11-16,0.98,29.08,2,19.38,5.15,4.32,90.72,23.84,27.12,1.55,1.53,1.53,12.92
2004-11-17,0.98,29.3,2,19.54,5.21,4.32,91.26,24.32,27.17,1.49,1.55,1.55,13.13
2004-11-18,0.99,29.58,2.02,19.52,4.46,4.19,90.92,24.8,27.07,1.7,1.57,1.57,12.97
2004-11-19,0.99,28.91,1.93,19.01,4.44,4.24,90.3,24.16,26.86,1.61,1.58,1.58,12.75
2004-11-22,1.1,29.73,1.9,19.15,4.41,4.13,90.93,24.1,26.65,1.62,1.63,1.63,12.68
2004-11-23,1.09,30.33,1.92,19,4.5,4.19,91.09,23.37,26.53,1.56,1.63,1.63,12.7
2004-11-24,1.14,30.43,1.94,19.21,4.5,4.37,91.26,23.61,26.64,1.62,1.64,1.64,12.79
2004-11-26,1.15,30.33,1.95,19.23,4.43,4.49,90.55,23.21,26.6,1.62,1.66,1.66,12.66
2004-11-29,1.22,30.37,1.95,18.94,4.38,4.53,91.3,23.06,26.77,1.63,1.62,1.62,12.68
2004-11-30,1.2,30.28,1.98,18.75,4.37,4.55,90.1,22.38,26.81,1.63,1.59,1.59,12.74
2004-12-01,1.21,30.8,2,19.15,4.24,4.5,91.66,23.1,27.25,1.61,1.63,1.63,13.09
2004-12-02,1.16,31.16,2.01,19.2,4.25,4.49,91.55,22.71,27.09,1.62,1.66,1.66,12.95
2004-12-03,1.12,31.48,2,19.43,4.16,4.51,92.81,23.91,27.23,1.61,1.73,1.73,13.03
2004-12-06,1.17,30.99,1.97,19.82,4.14,4.41,93.37,24.01,27.33,1.6,1.81,1.81,13.34
2004-12-07,1.12,30.13,1.91,19.73,4.01,4.29,91.87,23.48,27.07,1.67,1.9,1.9,13.06
2004-12-08,1.13,30.17,1.94,19.8,3.98,4.25,92.4,23.01,27.36,1.62,1.92,1.92,13.21
2004-12-09,1.14,30.42,1.99,19.4,4.07,4.34,93.22,22.76,27.23,1.68,1.91,1.91,13.29
2004-12-10,1.16,30.5,1.95,19.42,3.98,4.3,92.42,22.56,27.08,1.68,1.94,1.94,13.28
2004-12-13,1.16,31.38,1.99,19.27,4.03,4.27,92.21,22.63,27.25,1.83,1.89,1.89,14.63
2004-12-14,1.17,32.08,2.02,19.28,4.09,4.47,93.03,23.24,27.23,1.8,1.93,1.93,14.23
2004-12-15,1.17,31.33,2.05,19.4,4.07,4.5,93.05,23.14,27.11,1.83,1.95,1.95,14.09
2004-12-16,1.19,30.56,2,19.4,4.1,4.42,93.16,22.87,27.16,1.91,1.97,1.97,14.09
2004-12-17,1.16,30.23,2,18.99,4.03,4.51,91.97,22.77,26.96,1.85,1.92,1.92,13.98
2004-12-20,1.12,30.39,1.95,19.05,3.8,4.63,92.3,22.7,26.95,1.81,1.9,1.9,13.58
2004-12-21,1.14,30.5,1.97,19.36,4.03,4.6,92.75,23.49,27.07,1.8,1.92,1.92,13.79
2004-12-22,1.14,31.03,1.98,19.32,4.06,4.66,93.32,23.45,26.97,1.67,1.92,1.92,13.7
2004-12-23,1.14,31.31,1.95,19.45,4.15,4.7,93.42,23.54,27.01,1.65,1.92,1.92,13.64
2004-12-27,1.13,31.16,2.11,19.3,4.34,4.8,93.21,23.37,26.85,1.66,1.91,1.91,13.65
2004-12-28,1.15,31.86,2.23,19.26,4.3,4.82,93.98,23.28,26.95,1.73,1.9,1.9,13.84
2004-12-29,1.15,31.63,2.24,19.31,4.29,4.83,93.86,23.25,26.9,1.8,1.91,1.91,13.72
2004-12-30,1.16,31.59,2.25,19.42,4.22,4.94,93.98,23.25,26.76,1.81,1.91,1.91,13.88
2004-12-31,1.15,31.37,2.21,19.32,4.24,4.82,94.24,23.39,26.72,1.76,1.96,1.96,13.72
2005-01-03,1.13,30.84,2.23,19.32,4.15,5.07,93.45,23.07,26.74,1.7,1.97,1.97,13.41
2005-01-04,1.14,30.03,2.11,18.56,4.09,4.87,92.45,22.61,26.84,1.67,1.87,1.87,13.06
2005-01-05,1.15,29.87,2.09,18.57,4.49,4.84,92.26,22.39,26.78,1.6,1.89,1.89,13.1
2005-01-06,1.15,29.37,2.05,18.85,4.43,4.72,91.97,22.46,26.75,1.58,1.87,1.87,13.22
2005-01-07,1.24,29.39,2.12,18.72,4.39,4.85,91.57,22.8,26.67,1.59,1.84,1.84,13.33
2005-01-10,1.23,29.41,2.09,18.72,4.25,4.88,91.47,22.88,26.8,1.61,1.84,1.84,13.19
2005-01-11,1.15,29.06,2.08,18.64,4.11,4.84,90.82,22.54,26.73,1.57,1.78,1.78,13.2
2005-01-12,1.17,29.49,2.12,18.93,3.78,4.89,91.02,23.16,26.78,1.54,1.77,1.77,13.48
2005-01-13,1.25,29.11,2.13,18.78,3.81,4.89,90.3,22.82,26.27,1.55,1.79,1.79,13.48
2005-01-14,1.25,29.12,2.23,18.88,3.75,5,89.96,23.02,26.12,1.62,1.79,1.79,13.63
2005-01-18,1.26,29.19,2.23,18.74,3.76,5.1,90.73,22.94,26.32,1.61,1.82,1.82,13.78
2005-01-19,1.25,28.94,2.2,18.15,3.75,4.94,89.01,22.6,25.98,1.58,1.78,1.78,13.47
2005-01-20,1.26,29.04,2.12,18.32,3.65,4.85,88.91,22.58,25.86,1.58,1.78,1.78,13.28
2005-01-21,1.26,28.54,2.06,18.01,3.61,4.71,88.32,22.42,25.65,1.58,1.79,1.79,13.31
2005-01-24,1.26,27.7,2.02,17.75,3.48,4.52,87.75,21.99,25.67,1.59,1.72,1.72,13.24
2005-01-25,1.29,27.79,2.05,17.51,3.43,4.43,88.14,22.26,26.02,1.62,1.75,1.75,13.59
2005-01-26,1.29,28,2.07,17.69,3.45,4.74,87.91,22.42,26.01,1.58,1.77,1.77,13.62
2005-01-27,1.3,28.08,2.12,18.18,3.41,4.71,87.93,22.31,26.11,1.6,1.91,1.91,13.97
2005-01-28,1.32,27.74,2.11,17.9,3.37,4.76,88.8,22.24,26.18,1.63,1.91,1.91,13.68
2005-01-31,1.37,28.45,2.16,18.04,3.43,4.9,89.31,22.45,26.28,1.64,1.91,1.91,13.77
2005-02-01,1.38,28.95,2.12,18.13,3.43,4.8,89.73,22.63,26.39,1.64,1.95,1.95,13.65
2005-02-02,1.42,31.15,2.09,18.15,3.33,5.15,90.15,22.58,26.46,1.6,2.05,2.05,13.56
2005-02-03,1.39,31.71,1.79,17.52,3.34,5.28,89.43,22.38,26.18,1.7,2.03,2.03,13.34
2005-02-04,1.41,32,1.79,17.9,3.52,5.11,90.35,23,26.32,1.72,2.15,2.15,13.66
2005-02-07,1.41,31.76,1.78,18.16,3.41,4.91,90.37,22.91,26.16,1.65,2.12,2.12,13.55
2005-02-08,1.44,31.85,1.82,18.24,3.5,4.97,89.99,23.41,26.24,1.64,2.14,2.14,13.47
2005-02-09,1.41,31.3,1.79,17.63,3.32,4.79,88.62,23.3,26.07,1.64,2.07,2.07,13.17
2005-02-10,1.4,31.34,1.79,17.58,3.27,4.7,88.68,23.5,26.06,1.62,2.12,2.12,13.14
2005-02-11,1.45,31.85,1.79,17.7,3.36,4.69,89.2,24.17,25.97,1.59,2.18,2.18,13.35
2005-02-14,1.51,31.74,1.8,17.97,3.41,4.83,89.46,24.31,26.01,1.59,2.13,2.13,13.31
2005-02-15,1.58,32.46,1.81,17.92,3.57,4.89,90.18,24.47,25.93,1.61,2.15,2.15,13.29
2005-02-16,1.61,32.3,1.78,17.71,3.5,4.97,90.46,24.14,25.79,1.56,2.15,2.15,13.33
2005-02-17,1.57,31.54,1.78,17.45,3.53,4.95,89.63,23.63,25.65,1.5,2.13,2.13,12.96
2005-02-18,1.55,31.42,1.77,17.3,3.99,4.95,89.17,24.02,25.48,1.53,2.36,2.36,12.94
2005-02-22,1.52,30.75,1.74,17.31,3.98,4.79,88.26,23.76,25.23,1.46,2.39,2.39,12.66
2005-02-23,1.58,30.88,1.71,17.28,3.92,4.85,88.05,23.31,25.2,1.46,2.31,2.31,12.95
2005-02-24,1.59,30.7,1.73,17.18,4.05,4.73,88.57,23.7,25.37,1.49,2.37,2.37,13.01
2005-02-25,1.59,30.72,1.75,17.2,4.12,4.65,88.72,24.09,25.25,1.57,2.4,2.4,13.13
2005-02-28,1.6,30.88,1.76,17.42,4.02,4.7,88.51,23.99,25.16,1.53,2.42,2.42,12.95
2005-03-01,1.59,31.17,1.77,17.5,4.13,4.66,89.2,24.62,25.28,1.54,2.41,2.41,13.15
2005-03-02,1.58,31.17,1.78,17.74,4.23,4.63,88.83,24.52,25.26,1.53,2.34,2.34,13.05
2005-03-03,1.49,31.17,1.78,17.8,4.21,4.68,88.35,24.5,25.17,1.51,2.31,2.31,13.09
2005-03-04,1.53,31.89,1.79,18.04,4.15,4.65,88.31,24.68,25.17,1.53,2.3,2.3,13.28
2005-03-07,1.53,32.54,1.82,18.24,4.12,4.72,87.57,25.11,25.47,1.51,2.32,2.32,13.6
2005-03-08,1.45,32.47,1.79,18.12,4.2,4.63,88.08,24.8,25.4,1.45,2.2,2.2,13.62
2005-03-09,1.41,32.26,1.77,18.53,4.07,4.54,88.29,24.84,25.31,1.43,2.15,2.15,13.35
2005-03-10,1.42,32.65,1.75,18.71,3.87,4.5,88.35,24.85,25.43,1.41,2.15,2.15,13.26
2005-03-11,1.44,32.21,1.74,18.45,3.88,4.45,87.49,24.2,25.09,1.35,2.1,2.1,13.09
2005-03-14,1.44,32.67,1.73,18.54,3.89,4.38,87.86,24.27,25.11,1.36,2.16,2.16,13.15
2005-03-15,1.46,32.27,1.71,18.25,3.82,4.47,87.36,23.88,24.91,1.31,2.11,2.11,13.15
2005-03-16,1.47,31.59,1.69,18.07,3.74,4.39,86.66,23.54,24.63,1.31,2.08,2.08,13.02
2005-03-17,1.51,31.95,1.7,18.03,3.88,4.49,85.91,23.41,24.54,1.31,2.06,2.06,13.16
2005-03-18,1.53,33.9,1.71,17.8,3.75,4.51,85.35,23.41,24.31,1.31,2.01,2.01,12.54
2005-03-21,1.56,33.35,1.68,17.94,3.84,4.53,85.57,23.5,24.2,1.33,2.08,2.08,12.65
2005-03-22,1.53,33.18,1.66,17.92,3.78,4.47,85.56,23.02,23.99,1.31,2.05,2.05,12.49
2005-03-23,1.52,33.13,1.66,17.75,3.7,4.48,86.54,23.39,24.18,1.31,2.09,2.09,12.51
2005-03-24,1.52,33.27,1.64,17.88,3.68,4.49,86.71,23.18,24.28,1.29,2.09,2.09,12.4
2005-03-28,1.52,33.56,1.67,17.89,3.61,4.54,87.04,23.3,24.2,1.4,2.07,2.07,12.43
2005-03-29,1.49,33.11,1.67,17.75,3.57,4.49,86.62,23.15,23.92,1.44,2.03,2.03,12.28
2005-03-30,1.53,33.87,1.72,18.03,3.63,4.52,86.69,23.49,24.16,1.46,2.03,2.03,12.48
2005-03-31,1.49,33.58,1.71,17.89,3.75,4.52,87.36,23.23,24.17,1.55,1.98,1.98,12.48
2005-04-01,1.46,33.38,1.7,17.7,3.75,4.51,86.46,23.01,24.12,1.55,1.96,1.96,12.53
2005-04-04,1.47,33.29,1.75,17.67,3.74,4.64,86.35,22.93,24.23,1.57,1.95,1.95,12.69
2005-04-05,1.5,33.42,1.76,17.82,3.82,4.72,85.63,23.13,24.47,1.55,1.92,1.92,12.45
2005-04-06,1.51,34.05,1.74,17.77,3.82,4.74,85.09,23.05,24.67,1.59,1.94,1.94,12.38
2005-04-07,1.56,34.2,1.75,18.15,3.86,4.85,84.55,23.41,25.1,1.61,1.98,1.98,12.45
2005-04-08,1.56,33.63,1.73,17.9,3.84,4.81,83.75,23.29,24.94,1.72,1.95,1.95,12.36
2005-04-11,1.5,33.4,1.73,17.99,3.83,4.84,82.41,23.12,24.97,1.7,1.92,1.92,12.4
2005-04-12,1.52,33.45,1.73,18.24,3.91,4.85,81.98,23.22,25.32,1.67,1.94,1.94,12.49
2005-04-13,1.47,32.54,1.72,18,3.86,4.83,80.85,22.82,25.04,1.73,1.86,1.86,12.26
2005-04-14,1.33,31.74,1.7,17.81,3.77,4.79,79.96,22.49,24.84,1.71,1.84,1.84,12.09
2005-04-15,1.26,30.33,1.65,17.2,3.61,4.63,73.33,22.12,24.46,1.67,1.78,1.78,11.7
2005-04-18,1.27,27.39,1.65,17.02,3.73,4.68,73.28,22.21,24.65,1.62,1.77,1.77,11.8
2005-04-19,1.32,29.05,1.64,17.18,3.63,4.79,72.16,22.63,24.63,1.66,1.83,1.83,11.88
2005-04-20,1.27,28.63,1.66,17.19,3.61,4.96,68.84,22.66,24.32,1.64,1.77,1.77,11.78
2005-04-21,1.33,29.77,1.69,17.68,3.77,5.11,70.77,23.36,25.28,1.74,1.87,1.87,12.17
2005-04-22,1.27,30.15,1.65,17.43,3.64,5.4,70.95,23.24,24.98,1.6,1.85,1.85,11.92
2005-04-25,1.32,30.02,1.68,17.48,3.5,5.59,71.33,23.41,24.99,1.64,1.88,1.88,12.07
2005-04-26,1.29,29.56,1.64,17.28,3.6,5.47,72.11,23.32,24.76,1.61,1.87,1.87,11.88
2005-04-27,1.28,29.23,1.59,17.25,3.69,5.5,73.66,23.51,24.99,1.64,1.8,1.8,11.9
2005-04-28,1.27,29.24,1.63,17.14,3.62,5.49,72.57,23.19,24.45,1.64,1.81,1.81,11.62
2005-04-29,1.29,29.74,1.62,17.27,3.61,5.51,73.02,23.52,25.3,1.65,1.83,1.83,11.56
2005-05-02,1.3,28.58,1.66,17.26,3.58,5.56,73.15,23.55,25.23,1.65,1.82,1.82,11.6
2005-05-03,1.29,28.65,1.66,17.31,3.62,5.66,73.11,23.83,25.36,1.65,1.81,1.81,11.59
2005-05-04,1.33,28.78,1.7,17.65,3.75,5.72,73.69,24.11,25.21,1.66,1.87,1.87,11.72
2005-05-05,1.31,28.46,1.7,18,3.75,5.68,72.18,24.26,25.23,1.63,1.91,1.91,11.66
2005-05-06,1.33,28.85,1.73,18.02,3.84,5.71,71.95,24.49,25.22,1.65,1.93,1.93,11.76
2005-05-09,1.32,29.33,1.73,18.21,3.86,5.66,71.68,24.8,25.11,1.66,1.97,1.97,11.75
2005-05-10,1.3,28.76,1.71,18.21,3.88,5.7,70.08,24.67,24.9,1.65,1.89,1.89,11.52
2005-05-11,1.27,28.97,1.69,18.55,3.82,5.79,70.06,24.77,24.91,1.85,1.86,1.86,11.7
2005-05-12,1.22,28.89,1.69,18.7,3.75,5.72,69.43,24.84,25,1.98,1.9,1.9,11.89
2005-05-13,1.24,29.05,1.7,18.89,3.72,5.74,69.94,25.12,25.3,2.04,2.11,2.11,12.36
2005-05-16,1.27,29.96,1.73,19.09,3.76,5.78,71.07,25.33,25.49,2.12,2.12,2.12,12.35
2005-05-17,1.26,29.89,1.74,19.06,3.92,5.83,71.02,25.7,25.46,2.07,2.14,2.14,12.21
2005-05-18,1.28,30.55,1.77,19.24,3.96,5.98,73,25.93,25.7,2.21,2.16,2.16,12.33
2005-05-19,1.34,31.06,1.78,19.38,4.43,5.99,73.77,26.01,25.92,2.3,2.15,2.15,12.43
2005-05-20,1.34,31.12,1.78,19.47,4.62,6.05,73.05,26.35,25.74,2.28,2.19,2.19,12.55
2005-05-23,1.42,31.36,1.78,19.55,4.81,6.39,73.15,26.5,25.85,2.22,2.24,2.24,12.7
2005-05-24,1.42,32.42,1.78,20,4.9,6.41,72.48,26.96,25.75,2.06,2.27,2.27,12.8
2005-05-25,1.42,32.76,1.76,19.62,4.97,6.53,72.66,27,25.71,2.08,2.25,2.25,12.75
2005-05-26,1.46,33.1,1.77,19.9,5.04,6.49,73.75,27.37,25.9,2.09,2.31,2.31,12.92
2005-05-27,1.45,33.17,1.78,19.79,4.97,6.66,73.71,27.39,26.07,2.08,2.29,2.29,12.85
2005-05-31,1.42,33.12,1.78,19.4,5.06,6.94,72.23,26.96,25.8,2.04,2.26,2.26,12.8
2005-06-01,1.44,33.18,1.83,19.64,5.04,7.21,73.46,27.29,25.81,2.07,2.28,2.28,12.89
2005-06-02,1.43,33.09,1.82,19.88,5.24,7.2,73.95,27.59,25.79,2.13,2.36,2.36,12.98
2005-06-03,1.37,32.54,1.78,19.4,5.14,7.01,72.46,27.33,25.43,2.1,2.36,2.36,12.59
2005-06-06,1.35,32.45,1.79,19.38,5.03,7.28,71.7,27.17,25.37,2.17,2.34,2.34,12.65
2005-06-07,1.31,32.26,1.77,19.41,4.94,7.34,71.74,26.86,25.51,2.14,2.28,2.28,12.59
2005-06-08,1.32,32.26,1.74,19.41,4.97,7,71.51,27.1,25.4,2.12,2.26,2.26,12.67
2005-06-09,1.34,32.49,1.76,19.47,5.04,7.16,71.63,27.7,25.51,2.24,2.36,2.36,12.67
2005-06-10,1.28,31.13,1.75,19.24,4.94,7.07,71.48,26.98,25.43,2.42,2.33,2.33,12.64
2005-06-13,1.28,31.65,1.74,19.3,5.12,7.08,71.75,27,25.31,2.38,2.38,2.38,12.6
2005-06-14,1.29,31.98,1.75,19.18,5.15,6.97,71.6,26.7,25.36,2.43,2.24,2.24,12.48
2005-06-15,1.33,32,1.76,19.32,5.02,6.88,72.94,26.94,25.26,2.45,2.24,2.24,12.62
2005-06-16,1.36,32.41,1.78,19.53,4.96,6.94,73.66,27.12,25.04,2.52,2.25,2.25,12.46
2005-06-17,1.37,31.34,1.77,19.53,5.12,7.01,73.03,27.12,25.04,2.46,2.24,2.24,12.34
2005-06-20,1.34,31.09,1.78,19.6,5.22,7.17,73.18,26.9,25.11,2.46,2.28,2.28,12.41
2005-06-21,1.35,30.79,1.77,19.77,5.01,7.2,73.05,27.18,25.15,2.38,2.3,2.3,12.55
2005-06-22,1.38,30.56,1.76,19.8,4.99,7.24,73.83,27.11,25.07,2.36,2.3,2.3,12.63
2005-06-23,1.39,30.05,1.77,19.78,4.97,7.25,72.09,26.77,25.31,2.29,2.33,2.33,12.51
2005-06-24,1.35,29.24,1.75,19.3,5.2,7.44,70.76,26.1,25.04,2.25,2.26,2.26,12.5
2005-06-27,1.33,28.84,1.73,19.03,5.06,7.61,70.63,25.86,25.05,2.28,2.24,2.24,12.54
2005-06-28,1.33,28.7,1.69,19.16,5.17,7.56,71.99,26.33,25.07,2.3,2.25,2.25,12.83
2005-06-29,1.3,29.1,1.67,19.36,5.21,7.33,71.44,26.25,25.09,2.33,2.23,2.23,13.57
2005-06-30,1.31,28.61,1.65,19.08,5.12,7.36,70.94,26.02,24.84,2.34,2.23,2.23,13.2
2005-07-01,1.3,28.45,1.65,18.99,4.88,7.29,71.39,26.21,24.71,2.36,2.24,2.24,13.29
2005-07-05,1.36,27.98,1.7,18.82,4.88,7.4,71.5,26.68,24.98,2.35,2.27,2.27,13.27
2005-07-06,1.34,26.92,1.7,18.82,4.88,7.3,72.48,26.5,24.7,2.39,2.33,2.33,13.32
2005-07-07,1.34,27.51,1.7,18.84,4.86,7.4,73.98,26.56,24.65,2.42,2.32,2.32,13.29
2005-07-08,1.37,27.93,1.74,19.31,4.88,7.41,75.81,27.28,25.09,2.39,2.35,2.35,13.56
2005-07-11,1.36,27.99,1.78,19.54,4.95,7.34,75.49,27.7,25.29,2.46,2.38,2.38,13.71
2005-07-12,1.37,28.45,1.82,19.78,4.98,7.3,76.52,27.75,25.61,2.41,2.37,2.37,13.8
2005-07-13,1.37,29.05,1.83,19.97,5.19,7.48,77.87,27.59,25.66,2.36,2.37,2.37,13.96
2005-07-14,1.46,29.13,1.86,19.94,5.67,7.53,78.8,27.88,25.97,2.36,2.27,2.27,14.05
2005-07-15,1.48,28.9,1.86,19.89,5.7,7.54,78.76,28.3,25.79,2.34,2.24,2.24,14.04
2005-07-18,1.48,28.84,1.86,19.65,5.56,7.5,78.21,28.23,25.55,2.33,2.19,2.19,13.9
2005-07-19,1.54,29.31,1.91,20.17,5.73,7.76,80.02,28.71,26.16,2.34,2.22,2.22,13.94
2005-07-20,1.56,29.46,1.91,20.12,5.75,7.81,80.88,27.44,26.19,2.41,2.25,2.25,14.03
2005-07-21,1.55,29.53,1.9,19.56,5.7,7.86,80.69,27.03,26.44,2.38,2.21,2.21,13.72
2005-07-22,1.57,29.78,1.9,19.32,5.65,7.57,80.73,26.75,25.68,2.34,2.15,2.15,13.8
2005-07-25,1.56,29.65,1.9,18.85,5.62,7.4,80.5,26.52,25.69,2.42,2.17,2.17,13.79
2005-07-26,1.56,29.75,1.89,19.06,5.66,7.41,80.42,26.89,25.54,2.72,2.21,2.21,13.79
2005-07-27,1.57,29.82,2.18,19.18,5.65,7.43,80.18,27.06,25.72,2.79,2.26,2.26,13.84
2005-07-28,1.56,30.11,2.28,19.3,5.95,7.34,80.11,27.34,25.75,2.7,2.27,2.27,13.85
